id,name,addr,lat,lng,dong
115,은우약국,"제주특별자치도 제주시 1100로 3283, 1층 ",33.4794043922342,126.481797861927,노형동
116,킴스약국,"제주특별자치도 제주시 중앙로 552, 1층 ",33.4742347791693,126.54535367091,아라일동
117,만년약국,제주특별자치도 제주시  서광로  268 ,33.4997533682016,126.525191367395,도남동
118,김녕약국,제주특별자치도 제주시 구좌읍 김녕로 114,33.5545534998695,126.75021550171,구좌읍 김녕리
119,용담온누리약국,제주특별자치도 제주시 용담로 46 ,33.5127685258347,126.507652346153,용담이동
120,홍익한약국,"제주특별자치도 제주시 노연로 87, 102호 ",33.486048276059,126.489456041918,연동
121,최약국,"제주특별자치도 제주시 연삼로 548, 1층 ",33.5023973829354,126.547453553136,일도이동
122,별약국,"제주특별자치도 제주시 건주로 27, 1층 102호 ",33.5170882126091,126.5811410102,도련일동
123,옵티마힐링약국,"제주특별자치도 제주시 동화로 28, 1층 ",33.5178427402212,126.572794072486,화북일동
124,밝은약국,"제주특별자치도 제주시 우정로 69, 1층 ",33.48665568526,126.4311189103,외도일동
125,메디팜감초당약국,제주특별자치도 제주시 구좌읍 구좌로 42,33.5232786326305,126.855869740474,구좌읍 세화리
126,화북약국,제주특별자치도 제주시 일주동로 199 ,33.5190229158855,126.566846605617,화북일동
127,제일약국,제주특별자치도 제주시 구좌읍 구좌로 47,33.5233019464664,126.856614176205,구좌읍 세화리
128,추자약국,제주특별자치도 제주시 추자면 추자로 20,33.9637380321474,126.296964800114,추자면 대서리
129,인수당건재약국,제주특별자치도 제주시 관덕로 54-2 ,33.5129538615179,126.525174274985,이도일동
130,함덕하나로약국,제주특별자치도 제주시 조천읍 함와로 40,33.5365660075389,126.674912222026,조천읍 함덕리
131,센타약국,"제주특별자치도 제주시 중앙로 266, 1층 102호 ",33.4961300404314,126.531799909918,이도이동
132,청사약국,"제주특별자치도 제주시 중앙로 234, 1층 ",33.498840457724,126.530145502453,이도이동
133,동의당온누리약국,제주특별자치도 제주시 만덕로 21 ,33.5147231699557,126.532171968381,건입동
134,고승아약국,제주특별자치도 제주시 동광로 131 ,33.5079413615319,126.540471800294,일도이동
135,우주약국,제주특별자치도 제주시 용담로 92 ,33.5119148080676,126.512347253755,용담이동
136,미소약국,제주특별자치도 제주시 월랑로8길 1 ,33.4888313001214,126.476679743326,노형동
137,365매일약국,제주특별자치도 제주시 일주동로 227 ,33.5194197845023,126.569766497722,화북일동
138,대원온누리약국,"제주특별자치도 제주시 화삼북로 139, 1층 ",33.5172612012089,126.587988242861,삼양이동
139,아라약국,제주특별자치도 제주시 애월읍 애월로 120,33.4643785619656,126.319970894671,애월읍 애월리
140,보은약국,제주특별자치도 제주시  서광로  175 ,33.5003180347391,126.515202972713,용담일동
141,주원약국,제주특별자치도 제주시 중앙로 318 ,33.4926491670383,126.535272367644,이도이동
142,탑동보룡약국,제주특별자치도 제주시 탑동로 24 ,33.517560202795,126.522460881414,삼도이동
143,동서약국,제주특별자치도 제주시 한림읍 한림로 682,33.4155325327961,126.265313622355,한림읍 한림리
144,세브란스약국,제주특별자치도 제주시 동광로 90 ,33.5048156552258,126.537739354044,이도이동
145,한림약국,제주특별자치도 제주시 한림읍 한림로 679,33.415492274444,126.264925102571,한림읍 한림리
146,시원한약국,"제주특별자치도 제주시 화삼북로 68, 삼화지구 신형빌딩 1층 102호 ",33.5170666641725,126.580288525295,도련일동
147,영재약국,제주특별자치도 제주시 조천읍 신북로 510-1,33.5421128303994,126.66441730071,조천읍 함덕리
148,세원약국,"제주특별자치도 제주시 월랑로 5, 1층 ",33.4866900263728,126.478263449417,노형동
149,새봄약국,"제주특별자치도 제주시 1100로 3333, B호 ",33.4836219692901,126.480144305382,노형동
150,수성약국,제주특별자치도 제주시 서광로 173 ,33.5002443677642,126.514947797042,용담일동
151,오즈약국,제주특별자치도 제주시 서광로 220 ,33.4995658930419,126.52008091726,삼도일동
152,미래약국,제주특별자치도 제주시 서광로 215 ,33.5001243460011,126.519524370686,삼도일동
153,더블유스토어 이도약국,제주특별자치도 제주시 중앙로 366 ,33.4892179424257,126.538473449487,이도이동
154,동우약국,제주특별자치도 제주시 중앙로15길 2 ,33.5105300265808,126.524281501044,이도일동
155,신진팜약국,"제주특별자치도 제주시 연북로 34, 1층 ",33.4816683662675,126.484952001108,노형동
156,삼성약국,제주특별자치도 제주시 월랑로 1 ,33.4863844954209,126.478567739143,노형동
157,건강한약국,제주특별자치도 제주시 서사로 155 ,33.4984631916553,126.520043633981,삼도일동
158,무지개약국,"제주특별자치도 제주시 화삼로1길 14, 1층 ",33.5147429829224,126.575260663273,화북일동
159,부원약국,"제주특별자치도 제주시 우정로8길 2, 1층 ",33.4893639324779,126.430679405636,외도일동
160,도담약국,"제주특별자치도 제주시 아란9길 6, 1층 ",33.4726016319767,126.5450357982,아라일동
161,힘찬약국,"제주특별자치도 제주시 인다10길 35, 1층 ",33.4746302028058,126.549398263308,아라일동
162,슬로우약국,"제주특별자치도 제주시 노형1길 19, 102호 ",33.4806407465524,126.475475242797,노형동
163,내몸애단골약국,"제주특별자치도 제주시 원노형10길 20, 103동 104호 ",33.4846139591635,126.485842245256,노형동
164,화신온누리약국,제주특별자치도 제주시 동광로 129 ,33.5078710428623,126.540376062933,일도이동
165,힐링약국,"제주특별자치도 제주시 서광로 278, 1층 101호 ",33.4999816815601,126.526212033291,이도이동
166,New제주약국,제주특별자치도 제주시 연동8길 8 ,33.4851337279057,126.490514238975,연동
167,조일약국,제주특별자치도 제주시 관덕로 63 ,33.5132798345909,126.526081549986,일도일동
168,동현약국,"제주특별자치도 제주시 삼봉로 327, A동 102호 ",33.4940793199306,126.594219147406,봉개동
169,참약국,"제주특별자치도 제주시 서광로 294, 1층 ",33.5002042667494,126.527884346517,이도이동
170,달래약국,"제주특별자치도 제주시 한림읍 한림중앙로 71, 1층",33.4087215576125,126.266712248867,한림읍 한림리
171,마트존약국,제주특별자치도 제주시 1100로 3324,33.4830200035135,126.481205117721,노형동
172,더나은약국,"제주특별자치도 제주시 승천로 75, 1층 ",33.4922384009257,126.543176897454,아라이동
173,새순약국,"제주특별자치도 제주시 수덕로 69, 1층 ",33.4844241345135,126.470607092953,노형동
174,청담약국,"제주특별자치도 제주시 노형로 378, 1층 101호 ",33.4835900233367,126.476304019779,노형동
175,참사랑약국,제주특별자치도 제주시 동문로 70 ,33.5132590581554,126.534032832603,일도이동
176,써니약국,"제주특별자치도 제주시 첨단로 217, 1층 ",33.4529590538781,126.571666714166,영평동
177,단단약국,"제주특별자치도 제주시 서광로 272, 1층 ",33.4997867260762,126.525426431214,도남동
178,터미널약국,"제주특별자치도 제주시 임항로 111, 제주항연안여객터미널 1층 ",33.5200407358063,126.534226176207,건입동
179,광장약국,제주특별자치도 서귀포시 중앙로 113 ,33.25480137328,126.560488355674,서홍동
180,연이수온누리약국,"제주특별자치도 서귀포시 서호남로 91, 1층 105호 ",33.2531401460418,126.52228132127,서호동
181,다나약국,제주특별자치도 서귀포시 일주동로 8675 ,33.2530177709473,126.561689408622,서귀동
182,건강약국,제주특별자치도 서귀포시 대정읍 하모상가로 51-1,33.2221554085645,126.254101053428,대정읍 하모리
183,동산프라자약국,제주특별자치도 서귀포시 중앙로 86 ,33.252272884907,126.561317325862,서귀동
184,유선약국,제주특별자치도 서귀포시 중정로73번길 3-1 ,33.2484656232787,126.563947208878,서귀동
185,우리약국,제주특별자치도 서귀포시 일주동로 8538,33.2550355600957,126.576054688698,동홍동
186,탐라약국,제주특별자치도 서귀포시 신서로48번길 31 ,33.2535774663368,126.508636272298,강정동
187,동원약국,제주특별자치도 서귀포시 남원읍 태위로 634 ,33.2776729568467,126.714340155089,남원읍 남원리
188,표선한사랑약국,제주특별자치도 서귀포시 표선면 표선중앙로80번길 1,33.3260292338741,126.832438324988,표선면 표선리
189,대정송약국,"제주특별자치도 서귀포시 대정읍 하모상가로 46, 1층 ",33.2216021034565,126.253697691239,대정읍 하모리
190,정문약국,제주특별자치도 서귀포시 일주동로 8648-12 ,33.2545705278586,126.564426732747,동홍동
191,부부약국,제주특별자치도 서귀포시 일주동로 8640 ,33.2542791209266,126.56530278005,동홍동
192,중앙약국,제주특별자치도 서귀포시 중정로 65 ,33.2480515648089,126.563296311524,서귀동
193,중문약국,제주특별자치도 서귀포시 천제연로 200 ,33.2515079376742,126.426068071833,중문동
194,종로약국,"제주특별자치도 서귀포시 중앙로42번길 8, 강원청과 ",33.2482836314201,126.562702400565,서귀동
195,국민약국,제주특별자치도 서귀포시 천제연로208번길 2 ,33.2514838882164,126.426777003161,중문동
196,삼성약국,제주특별자치도 서귀포시 대정읍 상모로 321 ,33.2223120183993,126.25515441867,대정읍 하모리
197,정화약국,제주특별자치도 서귀포시 중문상로 36 ,33.2514378445328,126.425454724505,중문동
198,민생약국,제주특별자치도 서귀포시 남원읍 태위로 687,33.2794969012231,126.719861711025,남원읍 남원리
199,남원약국,제주특별자치도 서귀포시 남원읍 태위로 667,33.2789329096386,126.717898903729,남원읍 남원리
200,밝은 온누리약국,제주특별자치도 서귀포시 일주동로 8648-3 ,33.2542140539533,126.564126630085,동홍동
201,새현대약국,"제주특별자치도 서귀포시 중앙로 35-1, 현대약국 ",33.2477455999516,126.56161861637,서귀동
202,에이플러스약국,"제주특별자치도 제주시 노연로 70, 명지빌딩 1층 ",33.485744751578,126.487456622718,연동
203,낙산약국,"제주특별자치도 제주시 도령로 87, 현대오피스텔 1층 106,107호 ",33.4908688308155,126.487275468846,연동
