CMPNM_NM,ADSTRD_NM,MLSFC_NM,SCLAS_NM,JJINHBT_SALES_PRICE_RATE,JJINHBT_SALES_CO_RATE,OTSD_SALES_PRICE_RATE,OTSD_SALES_CO_RATE,ALL_SALES_PRICE_RATE,ALL_SALES_CO_RATE
팡돌비어,이도2동,주점및주류판매,맥주/요리주점,0.3175,0.21800000000000003,0.0005,0.0035000000000000005,0.0215,0.067
배달간닭,한림읍,한식,치킨,0.09000000000000001,0.19666666666666668,0.0033333333333333335,0.04666666666666667,0.013333333333333334,0.09666666666666666
보틀리에제주노형점,노형동,주점및주류판매,주류,0.12,0.23,0.03,0.07,0.05,0.14
봄날의춘천,노형동,한식,가정식,1.4779411764705883,0.7752941176470588,0.015882352941176472,0.039411764705882354,0.13558823529411765,0.30500000000000005
농부와꽃돼지,조천읍,고기,돼지고기,0.25,0.415,0.01,0.095,0.04,0.25
놀부유황오리놀부보쌈족발김치찜구제주점,일도2동,한식,단품요리 전문,0.595,0.31,0.0033333333333333335,0.011666666666666667,0.03333333333333333,0.08333333333333333
놀러와당구카페,외도동,한식,커피,0.13999999999999999,0.26999999999999996,0.0,0.0033333333333333335,0.006666666666666667,0.07666666666666667
순덕이네왕갈비,화북동,고기,갈비,0.845,0.42000000000000004,0.01,0.025,0.09,0.2
커피블라썸,이도2동,한식,커피,0.33083333333333337,0.7858333333333333,0.002916666666666667,0.050416666666666665,0.030833333333333334,0.31
부가부가부가네얼큰이화순점,안덕면,한식,가정식,0.17647058823529413,0.20558823529411765,0.0023529411764705885,0.017941176470588235,0.01764705882352941,0.08676470588235295
배터지는생돈까스노형점,노형동,한식,돈까스,0.27285714285714285,0.42428571428571427,0.0,0.012857142857142857,0.02,0.16428571428571428
오복뼈갈비,이도2동,한식,갈비,0.5116666666666666,0.21333333333333335,0.005,0.008333333333333333,0.04583333333333334,0.0825
보름달,연동,한식,가정식,0.5926923076923077,0.3734615384615384,0.021923076923076927,0.08115384615384615,0.06423076923076923,0.20500000000000002
동아리꼬치구이오라점,오라동,주점 및 주류판매,꼬치구이,0.36333333333333334,0.31333333333333335,0.0,0.02,0.03,0.16333333333333333
남원수제돈까스,남원읍,한식,돈까스,0.5941666666666666,0.8845833333333334,0.051666666666666666,0.35041666666666665,0.09666666666666666,0.60375
내담식당,외도동,한식,가정식,0.2658333333333333,0.22,0.0,0.006666666666666667,0.015,0.06083333333333333
순수덮밥조천읍점,조천읍,한식,단품요리 전문,0.2,0.28,0.01,0.07,0.04,0.16
휴계농장,일도2동,한식,가정식,2.0357142857142856,0.6728571428571428,0.028571428571428574,0.02142857142857143,0.2785714285714286,0.23714285714285716
커피스탬프,이도2동,카페,커피,0.195,0.8200000000000001,0.0,0.005,0.02,0.35
백년갈비갈비애드림,용담1동,한식,갈비,0.7453846153846153,0.3423076923076923,0.004615384615384615,0.014615384615384615,0.047692307692307694,0.11846153846153847
반디숲카페,서홍동,음료,커피,0.06666666666666667,0.17,0.0,0.02,0.006666666666666667,0.10333333333333333
아라주는엄마치킨,아라동,피자.치킨.햄버거,치킨,0.19384615384615383,0.3423076923076923,0.036153846153846154,0.28,0.05384615384615384,0.36846153846153845
해밍턴부대찌개앤곱창전골삼양점,삼양동,한식,단품요리 전문,0.19125,0.32,0.0,0.00875,0.015,0.11750000000000001
꼬꼬반점,이도2동,중식,중식,0.18,0.16,0.0,0.0,0.01,0.07
별빛한잔,동홍동,한식,단품요리 전문,0.5429411764705883,0.41647058823529415,0.004411764705882353,0.015588235294117648,0.05029411764705882,0.14941176470588236
봉추반점,우도면,한식,가정식,0.40875,0.55375,0.03875,0.3025,0.06375,0.45625000000000004
카페와일드가든,동홍동,음료,고기,0.40458333333333335,0.9516666666666667,0.030416666666666665,0.32375,0.06333333333333334,0.5833333333333334
아라숯불갈비,아라동,한식,가정식,1.055,0.4525,0.01875,0.05,0.08249999999999999,0.20249999999999999
서서방숯불닭갈비아라점,아라동,한식,갈비,1.8508333333333333,0.9429166666666666,0.042916666666666665,0.10458333333333335,0.19208333333333336,0.4091666666666667
족발좌선생,한림읍,한식,단품요리 전문,0.655,0.52625,0.01125,0.051250000000000004,0.052500000000000005,0.23625000000000002
백년가게일곱물,이도1동,한식,가정식,0.33714285714285713,0.26142857142857145,0.019523809523809527,0.03190476190476191,0.04,0.09333333333333334
쇼린마라탕오리목전문점,중앙동,한식,단품요리 전문,0.49375,0.86625,0.007500000000000001,0.09875,0.04,0.3875
여유로이,일도2동,한식,단품요리 전문,0.3153846153846154,0.8169230769230769,0.01,0.1453846153846154,0.030000000000000002,0.38153846153846155
로또돼지,용담2동,한식,가정식,0.42375,0.19625,0.01375,0.03125,0.03625,0.09125
막창먹는놈본점,이도2동,한식,단품요리 전문,1.24125,0.7875,0.005,0.0275,0.085,0.3125
스시데이,대정읍,일식.회,일식,0.3,0.26,0.03,0.09,0.055,0.185
더비어,중문동,주점 및 주류판매,맥주/요리주점,0.3133333333333333,0.26333333333333336,0.01,0.08333333333333333,0.03666666666666667,0.20666666666666667
창영왕족발,일도2동,한식,족발,0.6091666666666666,0.49041666666666667,0.004166666666666667,0.011666666666666667,0.05416666666666667,0.17083333333333336
바오밥(신제주점),연동,양식,양식,0.7944117647058823,0.5141176470588236,0.07147058823529412,0.2514705882352941,0.1323529411764706,0.39294117647058824
료리야,한림읍,아시아음식,일식,0.155,0.185,0.05,0.13,0.07,0.175
유라유라,중앙동,아시아음식,일식,0.33272727272727276,0.58,0.025454545454545455,0.1890909090909091,0.056363636363636366,0.3727272727272727
제주가마골앤드코다리냉면,건입동,한식,면류,0.38884615384615384,0.17153846153846153,0.005,0.007307692307692308,0.039615384615384615,0.065
신조초밥,외도동,일식.회,일식,0.7483333333333334,0.3841666666666666,0.02333333333333333,0.04833333333333333,0.09666666666666666,0.19583333333333333
행운가든,대정읍,한식,가정식,0.6623076923076923,0.24538461538461537,0.02692307692307692,0.04461538461538461,0.09230769230769233,0.13615384615384615
훈이숯불갈비,연동,한식,갈비,0.394,0.162,0.013999999999999999,0.030000000000000006,0.053000000000000005,0.08499999999999999
운명찜갈비,노형동,한식,갈비,0.16583333333333333,0.24916666666666668,0.0020833333333333333,0.025416666666666667,0.016666666666666666,0.105
짜리몽땅,삼도1동,한식,단품요리 전문,0.2817647058823529,0.21294117647058824,0.0011764705882352942,0.004705882352941177,0.024999999999999998,0.07764705882352942
치토랑제주아라점,아라동,한식,단품요리 전문,0.8344117647058824,0.7535294117647059,0.005,0.027647058823529413,0.07352941176470588,0.2858823529411765
타베니,애월읍,한식,가정식,0.17636363636363636,0.21393939393939396,0.030303030303030304,0.19545454545454546,0.043333333333333335,0.24787878787878787
마라도협동조합식당,대정읍,한식,가정식,0.22,0.66,0.0,0.04,0.02,0.3
통큰갈비중문점,중문동,한식,갈비,0.4385714285714286,0.2342857142857143,0.018571428571428572,0.06857142857142857,0.04428571428571428,0.15285714285714286
이디글라,대정읍,한식,가정식,0.5644444444444444,0.44185185185185183,0.020370370370370372,0.07925925925925927,0.06851851851851852,0.22185185185185186
신제주명동,연동,한식,가정식,0.39142857142857146,0.24666666666666665,0.0014285714285714286,0.008571428571428572,0.02666666666666667,0.08857142857142858
도니장어,대정읍,한식,가정식,1.34625,0.39125,0.01875,0.04,0.10125,0.1625
평양면옥,정방동,한식,가정식,0.583939393939394,0.786969696969697,0.033030303030303035,0.24727272727272728,0.07515151515151515,0.4657575757575758
오에스디에스협재,한림읍,한식,단품요리 전문,0.13,0.3,0.03,0.17,0.05,0.26
신마포갈매기제주일도점,일도2동,한식,단품요리 전문,1.2833333333333332,0.7647619047619048,0.007619047619047619,0.024285714285714285,0.08904761904761906,0.27476190476190476
풍채,이도2동,한식,가정식,0.7226470588235294,0.46352941176470586,0.007058823529411764,0.02441176470588235,0.0688235294117647,0.185
7번가피자 서귀점,서홍동,패스트푸드,피자,0.5115384615384616,0.6353846153846153,0.006923076923076922,0.050769230769230775,0.03923076923076923,0.2569230769230769
촌스럽,애월읍,한식,가정식,0.21181818181818182,0.3709090909090909,0.028181818181818183,0.16727272727272727,0.05090909090909091,0.27090909090909093
제주인화찐방,중앙동,한식,단품요리 전문,0.32941176470588235,0.44941176470588234,0.002058823529411765,0.03735294117647059,0.030882352941176472,0.1941176470588235
카페7,용담2동,음료,커피,0.056875,0.3409375,0.0003125,0.08,0.005625,0.18625
단당류,한경면,한식,단품요리 전문,0.35000000000000003,0.8190909090909091,0.049090909090909095,0.4454545454545455,0.08,0.6845454545454546
불을품은닭,화북동,한식,치킨,0.7453846153846153,0.6215384615384616,0.0007692307692307692,0.005384615384615385,0.047692307692307694,0.19384615384615383
민스펍,노형동,한식,가정식,0.5562962962962963,0.33370370370370367,0.015925925925925927,0.04777777777777778,0.055185185185185184,0.14777777777777779
941Hz,노형동,카페,커피,0.11,0.29,0.01,0.19,0.02,0.28
삼무국수3호점,천지동,한식,면류,0.46799999999999997,0.968,0.137,0.805,0.177,1.0370000000000001
수익소머리국밥본점,이도1동,한식,국밥,0.335,0.46499999999999997,0.005,0.0375,0.0225,0.1725
남광로127,일도2동,한식,가정식,0.41125,0.42375,0.00625,0.01125,0.051250000000000004,0.14875
정다헌,이도2동,한식,가정식,0.15558823529411764,0.42205882352941176,0.0005882352941176471,0.011764705882352941,0.012647058823529412,0.15764705882352942
제주인포차,노형동,한식,가정식,0.2646875,0.2046875,0.0018750000000000001,0.0059375,0.0225,0.0753125
진경이네국수촌,이도2동,한식,가정식,0.18285714285714286,0.45,0.0,0.037142857142857144,0.015714285714285715,0.19571428571428573
색달가든,이도2동,한식,단품요리 전문,0.1975,0.1575,0.0,0.0075,0.015,0.0825
평화로빵,노형동,한식,베이커리,0.22041666666666668,0.6633333333333333,0.0008333333333333334,0.041666666666666664,0.020833333333333332,0.27125
문크로아상랩(lab),외도동,한식,단품요리 전문,0.19,0.54,0.0,0.03,0.02,0.27
김씨네아지트,일도2동,한식,가정식,0.05444444444444444,0.3811111111111111,0.0,0.011111111111111112,0.005555555555555556,0.14777777777777779
남성로치킨하우스삼화점,삼양동,패스트푸드,치킨,0.9033333333333333,0.77,0.0033333333333333335,0.013333333333333334,0.07333333333333333,0.3933333333333333
제주어장,외도동,한식,단품요리 전문,0.5935483870967742,0.2806451612903226,0.01064516129032258,0.02129032258064516,0.050967741935483875,0.10516129032258063
창영왕족발,일도2동,한식,가정식,0.79875,0.69375,0.0,0.015,0.051250000000000004,0.25375
제주용담수산,용담1동,일식.회,회,0.685,0.43,0.03,0.08499999999999999,0.11,0.245
페리카나연동점,연동,피자.치킨.햄버거,치킨,0.28500000000000003,0.48,0.01,0.055,0.035,0.245
성세기갈비,구좌읍,한식,가정식,0.33,0.15666666666666665,0.006666666666666667,0.04,0.03666666666666667,0.11666666666666665
서귀포맛집코다리,대륜동,한식,단품요리 전문,0.4979411764705882,0.5014705882352941,0.019705882352941177,0.09735294117647059,0.05647058823529412,0.2626470588235294
망고블루,조천읍,한식,단품요리 전문,0.11700000000000002,0.187,0.012,0.127,0.023,0.1595
빈투지,건입동,음료,커피,0.17,0.39,0.03,0.22,0.05,0.33
표선꽃돼지촌본점,표선면,한식,가정식,0.27599999999999997,0.174,0.002,0.006,0.016,0.042
피엠푸드 신제주점,노형동,패스트푸드,피자,0.4778125,0.6475,0.0096875,0.0671875,0.0428125,0.2796875
비스마일,애월읍,음료,커피,0.567741935483871,0.9358064516129033,0.04483870967741936,0.47225806451612906,0.08580645161290323,0.7277419354838709
다미회,이도2동,아시아음식,일식,1.67,0.53,0.28,0.16,0.48,0.32
살레제주,성산읍,한식,가정식,0.12344827586206897,0.19551724137931034,0.013793103448275864,0.12206896551724138,0.02310344827586207,0.1793103448275862
위즐리 베이글(Weasley Bagel),서홍동,한식,베이커리,0.22428571428571428,0.9085714285714286,0.0071428571428571435,0.07285714285714286,0.03428571428571429,0.3528571428571428
연두랑고갈비,이도2동,한식,단품요리 전문,0.18625,0.2775,0.0,0.00625,0.015000000000000001,0.1075
돈수육,대륜동,한식,돼지고기,1.2579166666666666,0.8945833333333333,0.15416666666666667,0.58,0.24458333333333335,0.8075
운암정2호점,조천읍,한식,가정식,0.2519047619047619,0.2866666666666666,0.008571428571428572,0.025714285714285717,0.024761904761904763,0.11238095238095237
강촌숯불닭갈비도남점,이도2동,고기,갈비,0.24,0.18,0.005,0.005,0.035,0.085
서문닭집,용담1동,한식,치킨,0.18,0.27,0.0,0.0,0.02,0.09
예스예스커피,이도2동,음료,커피,0.09516129032258065,0.4274193548387097,0.0003225806451612903,0.02709677419354839,0.01,0.17258064516129032
강정짬뽕,대천동,아시아음식,중식,0.16333333333333333,0.325,0.015,0.14166666666666666,0.023333333333333334,0.24666666666666667
웃뜨르식당,이도2동,한식,가정식,0.28470588235294114,0.59,0.0011764705882352942,0.027058823529411767,0.025294117647058825,0.23117647058823532
오지하우스 신제주점,노형동,양식,양식,1.456923076923077,0.9138461538461539,0.05384615384615384,0.1469230769230769,0.2023076923076923,0.47384615384615386
더벌브,삼도1동,한식,단품요리 전문,0.12264705882352941,0.5955882352941176,0.002058823529411765,0.10735294117647058,0.012941176470588235,0.2964705882352941
맛짜장,안덕면,아시아음식,중식,0.1776923076923077,0.3376923076923077,0.011538461538461537,0.09692307692307692,0.023076923076923075,0.19
미스터육(MR.육),이도2동,한식,단품요리 전문,0.19636363636363638,0.6536363636363637,0.0009090909090909091,0.03272727272727272,0.024545454545454547,0.25727272727272726
우솔,연동,아시아음식,중식,0.184375,0.261875,0.0021875,0.0271875,0.015625,0.110625
미스터앤미세스키친,연동,한식,가정식,0.1,0.2,0.0,0.02,0.01,0.13
제주소금빵베이글포레스트,연동,간식,베이커리,0.25555555555555554,0.7611111111111111,0.012222222222222223,0.1322222222222222,0.04,0.3877777777777778
부영식당,조천읍,한식,가정식,0.3394117647058823,0.43676470588235294,0.009705882352941177,0.06705882352941175,0.03558823529411764,0.21294117647058824
바람,아라동,양식,양식,0.06409090909090909,0.16818181818181818,0.00818181818181818,0.12000000000000001,0.01,0.1590909090909091
선주분식,한림읍,간식,분식,0.12375,0.36875,0.00125,0.07375,0.01125,0.195
산과들  비빔밥전문점,이도2동,한식,가정식,0.39,0.65,0.01,0.09,0.06,0.3
다시또오리,일도2동,고기,오리,1.925,0.7749999999999999,0.01,0.035,0.20500000000000002,0.35
공수간제주시청점,이도2동,한식,가정식,0.15263157894736842,0.17368421052631577,0.0010526315789473684,0.009473684210526316,0.01,0.07052631578947369
불당골,삼도1동,한식,가정식,0.1902941176470588,0.30823529411764705,0.0023529411764705885,0.026470588235294117,0.016176470588235296,0.13323529411764706
에이플러스,연동,한식,가정식,0.8716666666666667,0.5620833333333334,0.022500000000000003,0.06416666666666666,0.09458333333333334,0.25833333333333336
몽생이,한경면,한식,가정식,0.2112121212121212,0.25212121212121213,0.0006060606060606061,0.017272727272727273,0.01818181818181818,0.10424242424242425
색달가든,이도2동,한식,고기,1.2963636363636364,0.5336363636363637,0.009545454545454544,0.018181818181818184,0.1322727272727273,0.20954545454545456
자매카페,이도1동,한식,가정식,0.33714285714285713,0.15714285714285717,0.0,0.002857142857142857,0.019999999999999997,0.05142857142857143
슈이치쿠시,화북동,아시아음식,일식,0.635,0.39625,0.01,0.0225,0.08625000000000001,0.14625
네네치킨 표선점,표선면,피자.치킨.햄버거,치킨,0.22153846153846152,0.29,0.00923076923076923,0.05230769230769231,0.02846153846153846,0.15692307692307692
원더러스트제주,아라동,음료,커피,0.13304347826086957,0.5604347826086957,0.0,0.026521739130434784,0.012173913043478262,0.20608695652173914
옵데강,이도2동,한식,단품요리 전문,1.09,0.4238235294117647,0.013823529411764705,0.025294117647058825,0.10058823529411764,0.17
코시롱보리빵,봉개동,간식,베이커리,0.6074999999999999,0.964375,0.0446875,0.3565625,0.0928125,0.64
불닭공장 도남점,이도2동,한식,단품요리 전문,0.8775,0.9175,0.0,0.01125,0.058750000000000004,0.33
2500분식,이도2동,한식,단품요리 전문,0.09,0.1825,0.00125,0.02875,0.00625,0.08625000000000001
용문닭집외도점,외도동,한식,치킨,0.17222222222222222,0.2788888888888889,0.0022222222222222222,0.015555555555555557,0.021111111111111112,0.11
갯마을횟집,남원읍,일식.회,회,0.3576923076923077,0.22,0.04076923076923077,0.07153846153846154,0.07692307692307693,0.14461538461538462
흑도세기숯불친구,동홍동,한식,가정식,0.366,0.17,0.002,0.006,0.026000000000000002,0.064
돈뚜껑,외도동,고기,돼지고기,1.1,0.6000000000000001,0.015,0.02,0.125,0.27
금커피별빙수,연동,카페,커피,0.185,0.64,0.015,0.27,0.035,0.495
오거리포차,이도2동,한식,단품요리 전문,0.634,0.418,0.005,0.008,0.068,0.16499999999999998
랑이(Rangi),남원읍,한식,단품요리 전문,0.2964516129032258,0.21161290322580645,0.05774193548387097,0.20032258064516129,0.08419354838709676,0.24193548387096775
피자헛 서귀포점,동홍동,피자.치킨.햄버거,피자,0.4466666666666667,0.5766666666666667,0.015000000000000001,0.07166666666666667,0.056666666666666664,0.3
서귀포돈사촌,동홍동,고기,돼지고기,1.025,0.445,0.035,0.06,0.14500000000000002,0.235
신전떡볶이 대정점,대정읍,분식,분식,0.17538461538461542,0.5161538461538462,0.015384615384615385,0.17615384615384616,0.033846153846153845,0.3469230769230769
연한돈,연동,고기,돼지고기,0.9199999999999999,0.37,0.04,0.08499999999999999,0.135,0.225
장미분식,일도2동,분식,분식,0.025,0.26,0.0,0.005,0.0,0.11499999999999999
네네치킨화순안덕점,안덕면,패스트푸드,치킨,0.6780952380952381,0.9228571428571428,0.02523809523809524,0.2138095238095238,0.06666666666666668,0.48238095238095235
테이크썸윌리,이도2동,한식,단품요리 전문,0.2384,0.9188,0.0016,0.042800000000000005,0.02,0.3564
광치기흑돼지,성산읍,한식,돼지고기,1.1525,0.5508333333333334,0.20833333333333334,0.5316666666666666,0.2866666666666667,0.6183333333333333
모두아,한경면,한식,가정식,0.28970588235294115,0.3191176470588235,0.009411764705882354,0.06235294117647059,0.03058823529411765,0.16470588235294117
벵삭,이도2동,아시아음식,일식,0.9896666666666667,0.7483333333333333,0.017666666666666667,0.06966666666666667,0.08066666666666666,0.2856666666666667
흑돼지국밥,대정읍,한식,가정식,0.1525,0.2875,0.0125,0.18,0.025,0.295
여기야,노형동,한식,가정식,0.83375,0.41250000000000003,0.00125,0.0075,0.05625,0.165
삼다통닭화북점,화북동,패스트푸드,치킨,0.6547619047619048,0.5533333333333333,0.002380952380952381,0.013333333333333334,0.043333333333333335,0.1895238095238095
대화,연동,한식,가정식,1.0482352941176472,0.3694117647058824,0.03,0.05352941176470588,0.10823529411764707,0.1711764705882353
짬뽕한사발,서홍동,중식,중식,0.37,0.5549999999999999,0.005,0.03,0.04,0.26
네네치킨 도남점,이도2동,피자.치킨.햄버거,치킨,0.46153846153846156,0.6707692307692308,0.0,0.011538461538461537,0.05,0.27
사계휴게소,안덕면,한식,가정식,0.375,0.44875,0.05375,0.25375,0.095,0.35875
달곰카페,조천읍,카페,커피,0.165,0.73,0.0,0.13999999999999999,0.02,0.425
갈비정식,화북동,한식,단품요리 전문,0.18285714285714286,0.2485714285714286,0.0,0.0071428571428571435,0.012857142857142857,0.07714285714285715
시끌벅적분식,대륜동,간식,분식,0.13333333333333333,0.5733333333333334,0.01,0.22,0.02666666666666667,0.45
다소니전집,이도1동,한식,단품요리 전문,2.83,0.19,0.0,0.0,0.36,0.07
적재적소,한경면,한식,단품요리 전문,0.6799999999999999,0.2278125,0.0715625,0.079375,0.1253125,0.14375
카페소바니,노형동,음료,커피,0.18928571428571428,0.24500000000000002,0.002857142857142857,0.04142857142857143,0.018571428571428572,0.11857142857142856
남문숯불바베큐앤치킨 신촌점,조천읍,피자.치킨.햄버거,치킨,0.8646153846153847,0.8838461538461538,0.019230769230769232,0.08230769230769232,0.1123076923076923,0.3923076923076923
고관심해장국,한경면,한식,단품요리 전문,0.2925,0.42375,0.007500000000000001,0.0675,0.02625,0.22125
피자탑동문점,일도1동,한식,가정식,0.13,0.29,0.0,0.0,0.02,0.17
해변,애월읍,한식,단품요리 전문,1.5271428571428571,0.7380952380952381,0.23190476190476192,0.5966666666666667,0.31761904761904763,0.7480952380952381
도로시,노형동,음료,커피,0.2053125,0.859375,0.0,0.01875,0.015625,0.3
윤스그릴,애월읍,한식,단품요리 전문,0.6345454545454546,0.38636363636363635,0.03727272727272728,0.07272727272727274,0.10272727272727272,0.20636363636363636
호식이두마리치킨삼화점,삼양동,피자.치킨.햄버거,치킨,0.5700000000000001,0.9600000000000001,0.005,0.035,0.07,0.43
줌마김밥,대정읍,분식,분식,0.155,0.64,0.005,0.08499999999999999,0.02,0.33499999999999996
양푼이막창,표선면,한식,단품요리 전문,0.76875,0.47875,0.01875,0.06625,0.06625,0.22375
올레스시초밥전문점,노형동,한식,단품요리 전문,1.2125,0.90125,0.01375,0.060000000000000005,0.08375,0.355
인무드,안덕면,한식,가정식,0.072,0.184,0.008,0.06,0.016,0.11200000000000002
노가리앤비어  하귀점,애월읍,주점및주류판매,맥주/요리주점,0.6844827586206897,0.6413793103448276,0.01103448275862069,0.0503448275862069,0.06241379310344828,0.24482758620689654
순정이네,성산읍,한식,가정식,0.6933333333333334,0.8616666666666667,0.024444444444444446,0.2111111111111111,0.0638888888888889,0.4783333333333333
이성필커피,이도2동,한식,커피,0.06208333333333333,0.24125,0.0004166666666666667,0.03666666666666667,0.0075,0.11833333333333333
영교집,대정읍,한식,가정식,0.495,0.185,0.060000000000000005,0.08,0.12,0.135
떡보의하루,천지동,베이커리.디저트,떡/한과,0.885,0.33999999999999997,0.0,0.005,0.08,0.15
우리정든집,화북동,한식,가정식,0.21222222222222223,0.4833333333333333,0.0,0.0,0.011111111111111112,0.13555555555555554
서문뒷고기,삼도2동,한식,가정식,0.7335294117647059,0.46588235294117647,0.04176470588235294,0.15205882352941177,0.09647058823529413,0.2958823529411765
퍼스트,연동,한식,단품요리 전문,1.1281818181818182,0.2315151515151515,0.048484848484848485,0.042727272727272725,0.1315151515151515,0.11666666666666667
도마도숯불갈비,삼도1동,한식,갈비,0.4770833333333333,0.22083333333333333,0.01375,0.03291666666666667,0.05375,0.10333333333333333
명가돈촌,표선면,한식,돼지고기,0.5191666666666667,0.38375000000000004,0.14458333333333334,0.2579166666666667,0.1775,0.34708333333333335
돈아돈아숯불구이,안덕면,고기,고기,0.275,0.2,0.025,0.12000000000000001,0.045,0.185
신궁양궁카페,이도2동,음료,커피,0.13533333333333333,0.1753333333333333,0.0033333333333333335,0.027333333333333334,0.013333333333333334,0.084
몬난이네 장어구이,노형동,한식,장어,0.63,0.23636363636363636,0.021818181818181816,0.025454545454545455,0.08545454545454546,0.11
신비의사랑,노형동,카페,커피,0.56,0.74,0.015,0.095,0.07,0.385
참살이정육식당,일도2동,한식,가정식,2.46625,0.8625,0.01875,0.04,0.1675,0.31875
형제 마라탕,대륜동,중식,중식,0.35857142857142854,0.44,0.014285714285714287,0.08714285714285715,0.04857142857142858,0.26142857142857145
제주산책,한림읍,한식,가정식,0.3172727272727273,0.16818181818181818,0.03090909090909091,0.05909090909090909,0.04727272727272727,0.09545454545454546
카페 카페인,이도2동,카페,커피,0.06923076923076923,0.20384615384615384,0.0,0.013076923076923076,0.007692307692307693,0.08846153846153845
오라버니회센타,연동,한식,단품요리 전문,0.42875,0.18125,0.0175,0.057499999999999996,0.04,0.0975
복주네,아라동,한식,가정식,1.28,0.9457894736842105,0.004736842105263157,0.01631578947368421,0.08210526315789474,0.33789473684210525
생고기통김치찌개,한림읍,한식,가정식,0.7525,0.9225,0.03125,0.19874999999999998,0.07375000000000001,0.46375
신제주양곱창,노형동,한식,단품요리 전문,0.6699999999999999,0.29625,0.02625,0.06375,0.07,0.16875
노랑통닭 제주 중문점,중문동,피자.치킨.햄버거,치킨,0.6307692307692307,0.8223076923076923,0.08692307692307691,0.45692307692307693,0.14923076923076922,0.6823076923076924
주도적,이도1동,한식,단품요리 전문,0.767,0.5549999999999999,0.019999999999999997,0.06899999999999999,0.099,0.253
표선풍경까사,표선면,한식,가정식,0.495,0.27999999999999997,0.008,0.031,0.05600000000000001,0.135
원진각,조천읍,한식,단품요리 전문,0.59,0.8654545454545454,0.018181818181818184,0.09272727272727273,0.07909090909090909,0.3972727272727273
윤칼국수,이도2동,한식,면류,0.13399999999999998,0.24533333333333335,0.004666666666666667,0.048666666666666664,0.016,0.13
까투리행운점,연동,주점및주류판매,꼬치구이,0.33944444444444444,0.41111111111111115,0.0016666666666666666,0.013333333333333332,0.02333333333333333,0.1311111111111111
올드소울,아라동,한식,단품요리 전문,0.1610344827586207,0.6289655172413793,0.004482758620689655,0.10620689655172413,0.01620689655172414,0.3375862068965518
찐하오마라탕2호점,연동,한식,중식,0.255,0.5725,0.0225,0.18125000000000002,0.0475,0.37124999999999997
모이자,이도2동,한식,가정식,1.1932352941176472,0.9820588235294118,0.005588235294117647,0.02382352941176471,0.10029411764705883,0.3573529411764706
아체레타커피,조천읍,한식,단품요리 전문,0.07333333333333335,0.19666666666666668,0.006666666666666667,0.16333333333333333,0.013333333333333334,0.24666666666666667
최박사네순대앤바베큐,이도2동,한식,순대,0.19733333333333333,0.372,0.0033333333333333335,0.029333333333333333,0.017333333333333333,0.15133333333333335
카페신효,효돈동,음료,커피,0.12000000000000001,0.6799999999999999,0.01,0.2,0.02,0.565
쌍둥이네치킨,영천동,피자.치킨.햄버거,치킨,0.44999999999999996,0.32499999999999996,0.005,0.015,0.055,0.14500000000000002
빨간집삼도점,삼도1동,한식,가정식,0.7788235294117647,0.6741176470588236,0.007058823529411765,0.034999999999999996,0.06823529411764706,0.26823529411764707
식당 민남매,용담1동,한식,단품요리 전문,0.6922222222222223,0.9788888888888889,0.05333333333333333,0.3244444444444444,0.11333333333333334,0.6655555555555556
안녕모슬포,대정읍,한식,단품요리 전문,0.19333333333333336,0.15666666666666665,0.006666666666666667,0.04,0.023333333333333334,0.11333333333333334
왕돌식당,대천동,한식,단품요리 전문,2.33,0.8,0.15000000000000002,0.165,0.265,0.29500000000000004
작은숲,연동,한식,단품요리 전문,0.08142857142857143,0.2285714285714286,0.0,0.014285714285714287,0.004285714285714286,0.09
후니참치,노형동,일식.회,참치,0.915,0.22,0.045000000000000005,0.055,0.14,0.13
섬돈까스,대륜동,한식,돈까스,0.98,0.91,0.03,0.12,0.15,0.41
하나맘김밥,연동,한식,단품요리 전문,0.14500000000000002,0.53375,0.0,0.0475,0.01125,0.225
제스펍,동홍동,한식,단품요리 전문,0.82,0.5856521739130435,0.014782608695652176,0.04739130434782609,0.08304347826086957,0.24478260869565216
치킨코리아제주시청점,이도2동,패스트푸드,치킨,0.3,0.28,0.01,0.03,0.04,0.12
엠제이돼지,이도2동,한식,가정식,0.9141666666666667,0.4116666666666666,0.049999999999999996,0.09000000000000001,0.1425,0.2383333333333333
황부자,한림읍,한식,단품요리 전문,0.44611111111111107,0.3855555555555556,0.012222222222222223,0.05555555555555555,0.04,0.1827777777777778
시,동홍동,한식,단품요리 전문,0.27599999999999997,0.43200000000000005,0.006,0.07,0.018,0.16
고군족발,중문동,한식,족발,0.43875,0.4025,0.034999999999999996,0.13749999999999998,0.0725,0.25166666666666665
설빙 제주삼화점,화북동,베이커리.디저트,아이스크림/빙수,0.32,0.895,0.005,0.055,0.035,0.42
유경분식,대정읍,간식,분식,0.30875,0.3796875,0.0028125000000000003,0.018125000000000002,0.02625,0.145625
유쥬얼커피,이도2동,카페,커피,0.265,0.8899999999999999,0.005,0.09,0.035,0.44499999999999995
참치정육식당,삼양동,아시아음식,일식,0.11,0.16,0.0,0.0,0.01,0.04
불닭공장 도남점,이도2동,한식,치킨,0.8337500000000001,0.7883333333333334,0.0008333333333333334,0.009166666666666667,0.06791666666666667,0.2754166666666667
