id,date,point,point_name,temperature,humidity,rain,wind,sun,snow,ground,year,month
74,2021-03-01,184,제주,12.5,68,81.1,3.1,177.0,0.0,13.7,2021,3
75,2021-04-01,184,제주,15.4,63,58.8,3.2,216.7,0.0,18.5,2021,4
76,2021-05-01,184,제주,19.0,68,100.7,3.0,231.5,0.0,21.9,2021,5
77,2021-06-01,184,제주,23.4,75,122.4,2.4,200.1,0.0,27.5,2021,6
78,2021-07-01,184,제주,27.8,78,247.1,3.1,171.5,0.0,30.2,2021,7
79,2021-08-01,184,제주,27.3,79,227.8,2.5,170.5,0.0,29.0,2021,8
80,2021-09-01,184,제주,24.9,84,493.1,3.4,129.3,0.0,26.3,2021,9
81,2021-10-01,184,제주,20.1,73,32.1,2.9,193.9,0.0,21.3,2021,10
82,2021-11-01,184,제주,14.0,66,63.8,3.7,151.2,0.0,13.2,2021,11
83,2021-12-01,184,제주,8.9,67,31.4,4.2,85.9,4.4,7.8,2021,12
84,2022-01-01,184,제주,6.2,68,33.6,3.5,80.8,0.4,5.9,2022,1
85,2022-02-01,184,제주,5.6,62,25.1,4.1,92.3,0.3,6.1,2022,2
86,2022-03-01,184,제주,11.4,70,96.1,3.2,163.8,0.0,12.4,2022,3
87,2022-04-01,184,제주,15.5,70,84.0,2.8,236.6,0.0,19.1,2022,4
88,2022-05-01,184,제주,19.4,65,9.1,2.9,253.2,0.0,24.4,2022,5
89,2022-06-01,184,제주,23.9,81,143.6,3.3,212.9,0.0,28.3,2022,6
90,2022-07-01,184,제주,28.4,80,149.0,3.1,230.6,0.0,32.5,2022,7
91,2022-08-01,184,제주,29.2,75,124.3,3.1,232.4,0.0,33.8,2022,8
92,2022-09-01,184,제주,24.1,79,265.8,3.4,119.3,0.0,26.1,2022,9
93,2022-10-01,184,제주,18.4,69,22.1,3.5,187.0,0.0,20.6,2022,10
94,2022-11-01,184,제주,15.2,71,87.8,3.1,154.6,0.0,15.9,2022,11
95,2022-12-01,184,제주,6.9,66,35.3,4.5,48.7,2.7,7.0,2022,12
96,2023-01-01,184,제주,6.8,68,42.1,4.0,86.7,3.7,6.8,2023,1
97,2023-02-01,184,제주,7.7,71,89.6,3.1,117.2,0.0,8.5,2023,2
98,2023-03-01,184,제주,12.3,66,49.6,2.7,211.1,0.0,14.3,2023,3
99,2023-04-01,184,제주,15.5,69,62.1,3.6,204.1,0.0,19.3,2023,4
100,2023-05-01,184,제주,19.1,77,269.3,2.7,180.3,0.0,23.3,2023,5
101,2023-06-01,184,제주,23.4,76,213.0,3.1,170.2,0.0,28.2,2023,6
102,2023-07-01,184,제주,28.1,75,273.2,3.0,124.6,0.0,30.4,2023,7
103,2023-08-01,184,제주,28.8,73,182.5,3.1,242.9,0.0,33.5,2023,8
104,2023-09-01,184,제주,25.5,71,84.5,2.8,182.6,0.0,29.4,2023,9
105,2023-10-01,184,제주,19.4,60,36.0,3.0,228.5,0.0,21.4,2023,10
106,2023-11-01,184,제주,13.7,60,69.1,3.9,117.1,0.0,13.1,2023,11
107,2023-12-01,184,제주,9.4,66,73.9,4.0,70.8,12.2,8.4,2023,12
108,2015-01-01,185,고산,6.9,70,58.9,9.6,139.9,0.5,6.4,2015,1
109,2015-02-01,185,고산,6.5,69,62.5,8.9,118.3,0.0,7.1,2015,2
110,2015-03-01,185,고산,9.4,70,91.3,6.7,200.3,0.0,12.0,2015,3
111,2015-04-01,185,고산,13.3,82,163.1,5.7,178.7,0.0,16.3,2015,4
112,2015-05-01,185,고산,16.7,80,232.0,5.3,236.9,0.0,22.3,2015,5
113,2015-06-01,185,고산,20.0,90,225.0,4.2,153.9,0.0,24.6,2015,6
114,2015-07-01,185,고산,23.8,92,167.2,4.8,188.4,0.0,28.9,2015,7
115,2015-08-01,185,고산,25.6,86,84.0,4.4,213.7,0.0,30.4,2015,8
116,2015-09-01,185,고산,22.3,77,222.8,4.6,202.8,0.0,25.2,2015,9
117,2015-10-01,185,고산,18.6,69,21.8,6.0,257.4,0.0,21.8,2015,10
118,2015-11-01,185,고산,14.6,78,123.5,6.4,83.5,0.0,14.3,2015,11
119,2015-12-01,185,고산,9.5,69,94.3,8.1,101.5,0.0,8.6,2015,12
120,2016-01-01,185,고산,5.6,70,70.1,9.3,65.3,0.0,5.3,2016,1
121,2016-02-01,185,고산,6.7,66,76.7,9.7,142.1,0.0,7.3,2016,2
122,2016-03-01,185,고산,9.7,72,89.0,6.0,207.2,0.0,11.5,2016,3
123,2016-04-01,185,고산,14.2,84,147.3,5.6,165.6,0.0,17.1,2016,4
124,2016-05-01,185,고산,17.5,82,143.2,5.3,193.0,0.0,21.6,2016,5
125,2016-06-01,185,고산,21.1,91,193.7,4.5,121.2,0.0,25.5,2016,6
126,2016-07-01,185,고산,26.1,89,117.2,5.1,218.9,0.0,29.7,2016,7
127,2016-08-01,185,고산,27.7,79,76.4,4.4,296.7,0.0,33.8,2016,8
128,2016-09-01,185,고산,23.4,86,128.9,4.2,140.0,0.0,26.0,2016,9
129,2016-10-01,185,고산,19.7,80,122.2,5.7,111.6,0.0,20.0,2016,10
130,2016-11-01,185,고산,13.4,73,50.7,7.0,134.1,0.0,12.8,2016,11
131,2016-12-01,185,고산,9.4,71,77.7,8.7,115.6,0.0,8.4,2016,12
132,2017-01-01,185,고산,6.5,69,19.6,8.9,133.3,0.0,5.9,2017,1
133,2017-02-01,185,고산,6.4,67,39.6,10.0,177.0,0.0,6.9,2017,2
134,2017-03-01,185,고산,9.4,65,34.2,7.2,193.9,0.0,11.5,2017,3
135,2017-04-01,185,고산,14.1,79,85.1,5.9,195.2,0.0,15.9,2017,4
136,2017-05-01,185,고산,17.8,81,31.1,4.8,243.2,0.0,21.8,2017,5
137,2017-06-01,185,고산,20.8,88,114.8,3.9,180.1,0.0,25.7,2017,6
138,2017-07-01,185,고산,27.4,95,23.1,4.6,203.5,0.0,32.7,2017,7
139,2017-08-01,185,고산,27.6,84,279.7,5.3,271.4,0.0,32.4,2017,8
140,2017-09-01,185,고산,23.3,79,58.3,5.3,154.2,0.0,25.5,2017,9
141,2017-10-01,185,고산,18.7,80,152.4,6.2,178.0,0.0,19.7,2017,10
142,2017-11-01,185,고산,12.7,72,6.7,6.9,178.8,0.0,14.7,2017,11
143,2017-12-01,185,고산,7.2,67,16.7,9.1,121.6,0.0,6.4,2017,12
144,2018-01-01,185,고산,4.9,73,47.7,9.2,111.6,0.0,4.8,2018,1
145,2018-02-01,185,고산,5.5,66,75.0,8.6,137.9,0.0,6.3,2018,2
146,2018-03-01,185,고산,11.0,84,101.2,6.0,193.3,0.0,13.1,2018,3
147,2018-04-01,185,고산,15.1,83,175.6,6.5,203.7,0.0,18.5,2018,4
148,2018-05-01,185,고산,17.9,87,256.7,,144.8,0.0,20.4,2018,5
149,2018-06-01,185,고산,21.3,89,186.7,4.1,208.8,0.0,25.2,2018,6
150,2018-07-01,185,고산,26.5,89,20.8,4.9,272.9,0.0,32.0,2018,7
151,2018-08-01,185,고산,27.7,86,127.2,6.0,297.6,0.0,31.5,2018,8
152,2018-09-01,185,고산,23.4,82,136.6,5.1,166.3,0.0,24.5,2018,9
153,2018-10-01,185,고산,17.6,71,121.2,6.7,220.6,0.0,18.3,2018,10
154,2018-11-01,185,고산,14.0,72,42.1,5.4,190.4,0.0,13.3,2018,11
155,2018-12-01,185,고산,8.7,72,55.0,7.9,89.7,0.0,7.6,2018,12
156,2019-01-01,185,고산,6.4,69,17.4,8.1,153.1,0.0,6.5,2019,1
157,2019-02-01,185,고산,7.1,70,34.1,6.7,127.9,0.0,6.9,2019,2
158,2019-03-01,185,고산,10.2,72,46.0,6.1,206.6,0.0,11.4,2019,3
159,2019-04-01,185,고산,13.8,77,27.9,4.0,202.9,0.0,17.5,2019,4
160,2019-05-01,185,고산,18.0,77,122.6,3.6,267.2,0.0,22.1,2019,5
161,2019-06-01,185,고산,20.5,90,172.9,2.3,207.0,0.0,24.7,2019,6
162,2019-07-01,185,고산,23.9,95,191.3,2.5,139.9,0.0,26.5,2019,7
163,2019-08-01,185,고산,26.8,87,321.5,4.9,225.3,0.0,29.7,2019,8
164,2019-09-01,185,고산,23.6,88,400.1,5.3,180.2,0.0,24.9,2019,9
165,2019-10-01,185,고산,19.4,74,127.2,6.5,221.7,0.0,20.1,2019,10
166,2019-11-01,185,고산,14.6,71,16.1,7.0,192.4,0.0,14.8,2019,11
167,2019-12-01,185,고산,9.8,70,83.8,7.8,111.8,0.0,9.0,2019,12
168,2020-01-01,185,고산,8.5,73,76.1,8.1,84.7,0.0,7.8,2020,1
169,2020-02-01,185,고산,8.9,75,41.6,7.8,163.7,0.0,9.4,2020,2
170,2020-03-01,185,고산,10.7,73,61.2,7.5,215.5,0.0,12.6,2020,3
171,2020-04-01,185,고산,12.3,68,32.5,7.5,273.8,0.0,15.4,2020,4
172,2020-05-01,185,고산,17.4,87,90.3,5.3,197.0,0.0,21.4,2020,5
173,2020-06-01,185,고산,21.5,92,290.5,4.7,158.3,0.0,25.6,2020,6
174,2020-07-01,185,고산,23.1,94,247.8,5.2,130.6,0.0,26.1,2020,7
175,2020-08-01,185,고산,27.7,92,181.2,5.9,242.2,0.0,31.4,2020,8
176,2020-09-01,185,고산,22.5,85,132.8,5.0,180.3,0.0,23.8,2020,9
177,2020-10-01,185,고산,18.0,69,34.7,6.3,236.3,0.0,19.9,2020,10
178,2020-11-01,185,고산,14.1,74,19.4,7.1,166.2,0.0,14.7,2020,11
179,2020-12-01,185,고산,7.8,69,20.8,8.0,141.2,0.0,7.8,2020,12
180,2021-01-01,185,고산,6.9,72,72.0,9.8,135.4,0.0,5.8,2021,1
181,2021-02-01,185,고산,9.0,74,41.9,8.6,167.3,0.0,9.1,2021,2
182,2021-03-01,185,고산,12.0,79,111.8,6.7,204.6,0.0,13.4,2021,3
183,2021-04-01,185,고산,14.9,74,101.2,6.4,232.8,0.0,18.6,2021,4
184,2021-05-01,185,고산,17.9,87,132.2,6.1,240.5,0.0,21.8,2021,5
185,2021-06-01,185,고산,22.5,94,174.5,4.5,229.9,0.0,26.6,2021,6
186,2021-07-01,185,고산,26.6,91,122.7,5.2,175.2,0.0,28.7,2021,7
187,2021-08-01,185,고산,26.5,93,196.7,4.7,200.1,0.0,28.5,2021,8
188,2021-09-01,185,고산,24.2,89,348.0,5.0,171.5,0.0,25.4,2021,9
189,2021-10-01,185,고산,19.9,75,19.8,5.7,235.6,0.0,20.8,2021,10
190,2021-11-01,185,고산,14.1,69,48.8,8.4,190.8,0.0,13.6,2021,11
191,2021-12-01,185,고산,9.2,67,18.3,9.6,151.6,0.0,8.3,2021,12
192,2022-01-01,185,고산,6.1,70,31.6,8.1,149.2,0.0,5.7,2022,1
193,2022-02-01,185,고산,5.2,63,4.6,9.0,155.5,0.0,5.7,2022,2
194,2022-03-01,185,고산,10.8,79,100.6,6.8,172.8,0.0,11.9,2022,3
195,2022-04-01,185,고산,14.8,79,77.7,5.2,242.8,0.0,17.5,2022,4
196,2022-05-01,185,고산,18.1,79,7.1,4.8,271.9,0.0,23.1,2022,5
197,2022-06-01,185,고산,22.1,95,172.8,5.3,173.3,0.0,26.2,2022,6
198,2022-07-01,185,고산,27.0,93,258.4,5.2,256.8,0.0,31.2,2022,7
199,2022-08-01,185,고산,27.7,90,143.2,5.6,246.1,0.0,31.2,2022,8
200,2022-09-01,185,고산,23.8,80,361.9,5.8,179.5,0.0,25.4,2022,9
201,2022-10-01,185,고산,18.0,68,8.4,7.1,237.6,0.0,20.2,2022,10
202,2022-11-01,185,고산,15.5,68,68.4,6.2,202.4,0.0,16.2,2022,11
203,2022-12-01,185,고산,7.3,64,22.9,9.9,100.2,0.0,7.0,2022,12
204,2023-01-01,185,고산,6.8,67,56.1,8.2,109.9,0.0,7.0,2023,1
205,2023-02-01,185,고산,7.4,69,55.4,7.0,122.4,0.0,8.0,2023,2
206,2023-03-01,185,고산,11.6,70,42.7,5.9,199.3,0.0,13.1,2023,3
207,2023-04-01,185,고산,14.6,72,102.7,6.9,192.0,0.0,17.1,2023,4
208,2023-05-01,185,고산,17.7,84,298.9,5.4,153.4,0.0,20.6,2023,5
209,2023-06-01,185,고산,21.2,88,272.3,4.7,143.6,0.0,24.3,2023,6
210,2023-07-01,185,고산,25.7,93,170.8,5.6,86.5,0.0,27.7,2023,7
211,2023-08-01,185,고산,27.3,81,203.6,5.1,273.3,0.0,32.2,2023,8
212,2023-09-01,185,고산,24.9,79,76.1,4.4,203.4,0.0,,2023,9
213,2023-10-01,185,고산,19.0,65,2.8,5.5,234.4,0.0,21.5,2023,10
214,2023-11-01,185,고산,13.7,69,44.6,9.0,136.3,0.0,14.0,2023,11
215,2023-12-01,185,고산,9.6,73,74.0,8.9,79.2,0.0,9.0,2023,12
216,2015-01-01,188,성산,6.3,69,108.6,3.4,165.8,5.7,5.9,2015,1
217,2015-02-01,188,성산,6.4,64,97.3,3.4,146.8,0.0,6.6,2015,2
218,2015-03-01,188,성산,9.4,65,189.9,2.9,210.3,0.0,11.2,2015,3
219,2015-04-01,188,성산,13.9,78,290.7,2.9,161.6,0.0,16.0,2015,4
220,2015-05-01,188,성산,18.0,72,280.9,2.6,255.4,0.0,21.5,2015,5
221,2015-06-01,188,성산,20.6,87,221.2,2.2,128.3,0.0,23.5,2015,6
222,2015-07-01,188,성산,23.9,89,381.5,3.2,157.4,0.0,25.8,2015,7
223,2015-08-01,188,성산,25.9,83,232.2,2.7,202.7,0.0,27.9,2015,8
224,2015-09-01,188,성산,22.5,78,279.7,3.2,209.2,0.0,23.6,2015,9
225,2015-10-01,188,성산,18.2,71,54.8,2.8,248.8,0.0,20.6,2015,10
226,2015-11-01,188,성산,14.6,81,292.7,2.9,89.3,0.0,14.7,2015,11
227,2015-12-01,188,성산,9.2,71,112.7,3.0,130.0,0.0,8.5,2015,12
228,2016-01-01,188,성산,5.0,71,167.8,3.1,99.3,0.0,5.0,2016,1
229,2016-02-01,188,성산,6.4,64,103.1,3.6,173.1,0.0,6.2,2016,2
230,2016-03-01,188,성산,10.1,69,206.7,3.1,207.7,0.0,11.1,2016,3
231,2016-04-01,188,성산,15.2,78,294.4,2.8,168.8,0.0,16.3,2016,4
232,2016-05-01,188,성산,18.2,77,197.8,2.8,197.7,0.0,19.6,2016,5
233,2016-06-01,188,성산,21.5,89,241.3,2.3,107.2,0.0,22.9,2016,6
234,2016-07-01,188,성산,26.1,89,170.2,2.8,160.9,0.0,27.9,2016,7
235,2016-08-01,188,성산,27.9,77,81.4,2.7,281.8,0.0,32.1,2016,8
236,2016-09-01,188,성산,23.4,84,276.1,2.8,111.5,0.0,24.5,2016,9
237,2016-10-01,188,성산,19.8,79,280.2,3.3,95.7,0.0,19.2,2016,10
238,2016-11-01,188,성산,13.1,71,92.9,3.1,154.4,0.0,12.5,2016,11
239,2016-12-01,188,성산,9.0,69,144.0,3.3,157.6,0.0,8.6,2016,12
240,2017-01-01,188,성산,6.0,66,55.6,3.5,163.4,0.0,5.8,2017,1
241,2017-02-01,188,성산,6.0,63,86.9,3.8,177.6,0.0,5.5,2017,2
242,2017-03-01,188,성산,9.1,62,60.4,3.3,201.7,0.0,11.2,2017,3
243,2017-04-01,188,성산,15.1,68,106.7,3.4,208.7,0.0,16.1,2017,4
244,2017-05-01,188,성산,18.5,70,66.4,2.6,247.6,0.0,20.7,2017,5
245,2017-06-01,188,성산,21.7,76,141.2,2.6,180.5,0.0,24.0,2017,6
246,2017-07-01,188,성산,27.5,87,427.5,3.0,180.9,0.0,28.6,2017,7
247,2017-08-01,188,성산,27.5,79,437.3,2.8,233.1,0.0,28.5,2017,8
248,2017-09-01,188,성산,23.5,73,98.3,3.2,159.8,0.0,24.4,2017,9
249,2017-10-01,188,성산,18.9,74,389.1,3.6,160.2,0.0,19.0,2017,10
250,2017-11-01,188,성산,11.7,66,16.5,2.7,182.9,0.0,12.7,2017,11
251,2017-12-01,188,성산,5.8,63,31.8,2.7,159.1,0.0,4.9,2017,12
252,2018-01-01,188,성산,4.0,68,102.4,3.0,133.9,0.0,3.3,2018,1
253,2018-02-01,188,성산,4.7,62,125.7,3.2,140.6,0.0,4.4,2018,2
254,2018-03-01,188,성산,10.6,77,179.5,3.4,189.8,0.0,11.4,2018,3
255,2018-04-01,188,성산,15.0,74,234.1,3.5,211.5,0.0,17.2,2018,4
256,2018-05-01,188,성산,17.9,80,151.8,3.4,137.2,0.0,19.3,2018,5
257,2018-06-01,188,성산,21.3,82,377.2,2.7,156.0,0.0,23.2,2018,6
258,2018-07-01,188,성산,26.2,83,41.8,2.9,245.5,0.0,31.1,2018,7
259,2018-08-01,188,성산,27.6,82,125.0,3.8,254.7,0.0,31.6,2018,8
260,2018-09-01,188,성산,23.1,77,521.8,3.2,144.4,0.0,23.2,2018,9
261,2018-10-01,188,성산,16.6,68,184.2,3.1,219.7,0.0,16.2,2018,10
262,2018-11-01,188,성산,13.0,68,45.9,2.5,184.5,0.0,12.2,2018,11
263,2018-12-01,188,성산,7.9,67,57.3,2.9,121.6,0.0,6.5,2018,12
264,2019-01-01,188,성산,5.8,63,16.2,3.2,160.7,0.0,4.6,2019,1
265,2019-02-01,188,성산,7.0,62,77.4,3.4,139.6,0.0,6.0,2019,2
266,2019-03-01,188,성산,10.2,62,133.5,3.5,198.7,0.0,10.5,2019,3
267,2019-04-01,188,성산,13.9,69,132.5,2.8,193.3,0.0,16.5,2019,4
268,2019-05-01,188,성산,18.7,62,247.3,3.0,268.7,0.0,21.7,2019,5
269,2019-06-01,188,성산,20.9,80,170.2,2.6,196.8,0.0,23.9,2019,6
270,2019-07-01,188,성산,24.1,87,516.5,3.5,134.1,0.0,25.9,2019,7
271,2019-08-01,188,성산,26.7,81,377.4,2.7,212.3,0.0,30.9,2019,8
272,2019-09-01,188,성산,23.9,82,613.3,3.6,144.9,0.0,24.6,2019,9
273,2019-10-01,188,성산,19.1,70,233.9,3.5,217.0,0.0,18.1,2019,10
274,2019-11-01,188,성산,13.9,67,36.2,3.0,176.9,0.0,13.1,2019,11
275,2019-12-01,188,성산,8.8,66,103.7,2.9,144.6,0.0,7.8,2019,12
276,2020-01-01,188,성산,8.1,67,94.4,2.8,118.6,0.0,7.1,2020,1
277,2020-02-01,188,성산,8.4,68,98.7,2.8,159.7,0.0,8.0,2020,2
278,2020-03-01,188,성산,10.8,64,110.7,3.0,222.6,0.0,11.7,2020,3
279,2020-04-01,188,성산,12.6,55,87.0,3.1,279.3,0.0,14.3,2020,4
280,2020-05-01,188,성산,18.2,77,246.4,2.4,203.2,0.0,20.7,2020,5
281,2020-06-01,188,성산,21.8,85,326.6,2.1,163.2,0.0,24.0,2020,6
282,2020-07-01,188,성산,23.5,87,378.1,2.4,129.2,0.0,25.0,2020,7
283,2020-08-01,188,성산,27.9,83,204.7,3.3,217.9,0.0,29.4,2020,8
284,2020-09-01,188,성산,22.4,76,469.3,2.8,160.0,0.0,22.6,2020,9
285,2020-10-01,188,성산,17.7,62,34.4,2.7,226.4,0.0,18.5,2020,10
286,2020-11-01,188,성산,13.5,63,14.9,2.7,159.8,0.0,12.8,2020,11
287,2020-12-01,188,성산,6.7,60,51.0,2.4,168.3,0.0,6.2,2020,12
288,2021-01-01,188,성산,5.9,65,93.7,2.8,149.2,0.0,4.8,2021,1
289,2021-02-01,188,성산,8.7,59,72.7,3.2,158.8,0.0,7.8,2021,2
290,2021-03-01,188,성산,12.3,59,214.1,2.9,186.4,0.0,12.7,2021,3
291,2021-04-01,188,성산,15.1,58,94.7,3.1,241.4,0.0,19.2,2021,4
292,2021-05-01,188,성산,18.4,74,154.1,2.8,231.4,0.0,21.4,2021,5
293,2021-06-01,188,성산,22.3,90,190.6,2.2,174.9,0.0,25.5,2021,6
294,2021-07-01,188,성산,26.7,94,218.4,2.9,170.6,0.0,28.4,2021,7
295,2021-08-01,188,성산,26.5,91,417.8,2.6,195.5,0.0,27.7,2021,8
296,2021-09-01,188,성산,24.5,78,431.7,3.1,147.6,0.0,24.9,2021,9
297,2021-10-01,188,성산,19.6,68,101.2,2.5,233.5,0.0,19.8,2021,10
298,2021-11-01,188,성산,12.9,64,67.0,2.8,194.2,0.0,11.8,2021,11
299,2021-12-01,188,성산,7.8,64,30.3,2.9,161.1,0.0,6.5,2021,12
300,2022-01-01,188,성산,5.5,65,28.2,3.0,148.7,0.0,4.5,2022,1
301,2022-02-01,188,성산,4.7,60,34.7,3.0,129.9,0.0,4.8,2022,2
302,2022-03-01,188,성산,11.1,68,161.0,3.4,168.4,0.0,12.2,2022,3
303,2022-04-01,188,성산,15.2,68,111.3,2.9,217.3,0.0,18.2,2022,4
304,2022-05-01,188,성산,18.5,66,20.2,2.6,234.1,0.0,22.8,2022,5
305,2022-06-01,188,성산,22.1,88,203.8,3.4,112.8,0.0,24.8,2022,6
306,2022-07-01,188,성산,26.8,85,225.9,2.9,162.7,0.0,29.0,2022,7
307,2022-08-01,188,성산,27.8,81,233.8,3.4,202.5,0.0,30.2,2022,8
308,2022-09-01,188,성산,23.7,79,271.3,3.9,119.2,0.0,24.7,2022,9
